cod_cns;valor;calorPago;mensagem;nossoNumero;dataVenc;status
17.71-5;50.00;50.00;Contribuição ref. Maio/19;10000007394;14/06/2019;1
17.89-7;70.00;70.00;Contribuição ref. Maio/19;10000007395;14/06/2019;1
17.79-8;50.00;50.00;Contribuição ref. Maio/19;10000007396;14/06/2019;1
16.00-6;50.00;50.00;Contribuição ref. Maio/19;10000007397;14/06/2019;1
20.71-9;400.00;400.00;Contribuição ref. Maio/19;10000007398;14/06/2019;1
137.59-6;70.00;70.00;Contribuição ref. Maio/19;10000007399;14/06/2019;1
15.76-8;400.00;400.00;Contribuição ref. Maio/19;10000007400;14/06/2019;1
19.26-5;50.00;0.00;Contribuição ref. Maio/19;10000007401;14/06/2019;0
19.51-3;70.00;70.00;Contribuição ref. Maio/19;10000007402;14/06/2019;1
15.74-3;70.00;0.00;Contribuição ref. Maio/19;10000007403;14/06/2019;0
17.78-0;50.00;50.00;Contribuição ref. Maio/19;10000007404;14/06/2019;1
154.11-2;50.00;50.00;Contribuição ref. Maio/19;10000007405;14/06/2019;1
17.82-2;70.00;70.00;Contribuição ref. Maio/19;10000007406;14/06/2019;1
15.60-2;70.00;70.00;Contribuição ref. Maio/19;10000007407;14/06/2019;1
19.43-0;70.00;70.00;Contribuição ref. Maio/19;10000007408;14/06/2019;1
15.68-5;70.00;70.00;Contribuição ref. Maio/19;10000007409;14/06/2019;1
15.58-6;150.00;150.00;Contribuição ref. Maio/19;10000007410;14/06/2019;1
20.43-8;50.00;50.00;Contribuição ref. Maio/19;10000007411;14/06/2019;1
19.65-3;70.00;70.00;Contribuição ref. Maio/19;10000007412;14/06/2019;1
15.69-3;70.00;0.00;Contribuição ref. Maio/19;10000007413;14/06/2019;0
20.46-1;70.00;70.00;Contribuição ref. Maio/19;10000007414;14/06/2019;1
15.51-1;150.00;150.00;Contribuição ref. Maio/19;10000007415;14/06/2019;1
157.76-8;400.00;400.00;Contribuição ref. Maio/19;10000007416;14/06/2019;1
16.24-6;70.00;0.00;Contribuição ref. Maio/19;10000007417;14/06/2019;0
15.99-0;50.00;50.00;Contribuição ref. Maio/19;10000007418;14/06/2019;1
20.33-9;100.00;100.00;Contribuição ref. Maio/19;10000007419;14/06/2019;1
20.17-2;50.00;50.00;Contribuição ref. Maio/19;10000007420;14/06/2019;1
20.92-5;70.00;70.00;Contribuição ref. Maio/19;10000007421;14/06/2019;1
19.34-9;70.00;0.00;Contribuição ref. Maio/19;10000007422;14/06/2019;0
17.72-3;70.00;70.00;Contribuição ref. Maio/19;10000007423;14/06/2019;1
16.32-9;50.00;50.00;Contribuição ref. Maio/19;10000007424;14/06/2019;1
19.22-4;50.00;50.00;Contribuição ref. Maio/19;10000007425;14/06/2019;1
20.91-7;70.00;70.00;Contribuição ref. Maio/19;10000007426;14/06/2019;1
17.63-2;50.00;50.00;Contribuição ref. Maio/19;10000007427;14/06/2019;1
;50.00;50.00;Contribuição ref. Maio/19;10000007428;14/06/2019;1
20.05-7;70.00;70.00;Contribuição ref. Maio/19;10000007429;14/06/2019;1
15.98-2;50.00;50.00;Contribuição ref. Maio/19;10000007430;14/06/2019;1
16.07-1;50.00;0.00;Contribuição ref. Maio/19;10000007431;14/06/2019;1
19.49-7;50.00;0.00;Contribuição ref. Maio/19;10000007432;14/06/2019;0
137.69-5;50.00;50.00;Contribuição ref. Maio/19;10000007433;14/06/2019;1
15.73-5;400.00;400.00;Contribuição ref. Maio/19;10000007434;14/06/2019;1
156.28-1;50.00;50.00;Contribuição ref. Maio/19;10000007435;14/06/2019;1
19.23-2;50.00;50.00;Contribuição ref. Maio/19;10000007436;14/06/2019;1
20.26-3;70.00;70.00;Contribuição ref. Maio/19;10000007437;14/06/2019;1
19.56-2;70.00;70.00;Contribuição ref. Maio/19;10000007438;14/06/2019;1
20.12-3;70.00;0.00;Contribuição ref. Maio/19;10000007439;14/06/2019;0
36.01-2;70.00;0.00;Contribuição ref. Maio/19;10000007440;14/06/2019;0
20.41-2;400.00;400.00;Contribuição ref. Maio/19;10000007441;14/06/2019;1
17.87-1;70.00;70.00;Contribuição ref. Maio/19;10000007442;14/06/2019;1
20.87-5;70.00;70.00;Contribuição ref. Maio/19;10000007443;14/06/2019;1
20.65-1;70.00;70.00;Contribuição ref. Maio/19;10000007444;14/06/2019;1
17.96-2;400.00;400.00;Contribuição ref. Maio/19;10000007445;14/06/2019;1
16.41-0;70.00;70.00;Contribuição ref. Maio/19;10000007446;14/06/2019;1
15.65-1;150.00;150.00;Contribuição ref. Maio/19;10000007447;14/06/2019;1
15.71-9;400.00;400.00;Contribuição ref. Maio/19;10000007448;14/06/2019;1
20.32-1;70.00;70.00;Contribuição ref. Maio/19;10000007449;14/06/2019;1
16.04-8;70.00;70.00;Contribuição ref. Maio/19;10000007450;14/06/2019;1
17.95-4;70.00;70.00;Contribuição ref. Maio/19;10000007451;14/06/2019;1
17.22-8;70.00;70.00;Contribuição ref. Maio/19;10000007452;14/06/2019;1
20.95-8;70.00;70.00;Contribuição ref. Maio/19;10000007453;14/06/2019;1
19.68-7;70.00;70.00;Contribuição ref. Maio/19;10000007454;14/06/2019;1
17.75-6;70.00;70.00;Contribuição ref. Maio/19;10000007455;14/06/2019;1
19.31-5;70.00;70.00;Contribuição ref. Maio/19;10000007456;14/06/2019;1
15.67-7;50.00;50.00;Contribuição ref. Maio/19;10000007457;14/06/2019;1
20.16-4;50.00;50.00;Contribuição ref. Maio/19;10000007458;14/06/2019;1
17.60-8;150.00;0.00;Ref. Contribuição meses de Fevereiro, Março e Abril de 2019;10000007459;07/06/2019;0
17.83-0;70.00;70.00;Contribuição ref. a Junho/2019;10000007460;15/07/2019;1
15.59-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007461;15/07/2019;1
19.35-6;70.00;70.00;Contribuição ref. a Junho/2019;10000007462;15/07/2019;1
19.24-0;70.00;70.00;Contribuição ref. a Junho/2019;10000007463;15/07/2019;1
17.92-1;50.00;50.00;Contribuição ref. a Junho/2019;10000007464;15/07/2019;1
17.85-5;100.00;100.00;Contribuição ref. a Junho/2019;10000007465;15/07/2019;1
16.06-3;50.00;50.00;Contribuição ref. a Junho/2019;10000007466;15/07/2019;1
15.72-7;150.00;150.00;Contribuição ref. a Junho/2019;10000007467;15/07/2019;1
199.43-0;50.00;50.00;Contribuição ref. a Junho/2019;10000007468;15/07/2019;1
15.66-9;400.00;400.00;Contribuição ref. a Junho/2019;10000007469;15/07/2019;1
20.48-7;150.00;150.00;Contribuição ref. a Junho/2019;10000007470;15/07/2019;1
20.36-2;400.00;400.00;Contribuição ref. a Junho/2019;10000007471;15/07/2019;1
15.57-8;100.00;100.00;Contribuição ref. a Junho/2019;10000007472;15/07/2019;1
16.39-4;50.00;50.00;Contribuição ref. a Junho/2019;10000007473;15/07/2019;1
20.67-7;400.00;400.00;Contribuição ref. a Junho/2019;10000007474;15/07/2019;1
19.21-6;50.00;0.00;Contribuição ref. a Junho/2019;10000007475;15/07/2019;0
17.94-7;100.00;0.00;Contribuição ref. a Junho/2019;10000007476;15/07/2019;0
17.70-7;50.00;50.00;Contribuição ref. a Junho/2019;10000007477;15/07/2019;1
19.99-2;300.00;300.00;Contribuição ref. a Junho/2019;10000007478;15/07/2019;1
15.61-0;50.00;50.00;Contribuição ref. a Junho/2019;10000007479;15/07/2019;1
20.88-3;70.00;0.00;Contribuição ref. a Junho/2019;10000007480;15/07/2019;0
19.97-6;70.00;0.00;Contribuição ref. a Junho/2019;10000007481;15/07/2019;0
19.30-7;50.00;50.00;Contribuição ref. a Junho/2019;10000007482;15/07/2019;1
20.38-8;400.00;400.00;Contribuição ref. a Junho/2019;10000007483;15/07/2019;1
19.63-8;70.00;0.00;Contribuição ref. a Junho/2019;10000007484;15/07/2019;0
19.36-4;50.00;50.00;Contribuição ref. a Junho/2019;10000007485;15/07/2019;1
20.07-3;50.00;0.00;Contribuição ref. a Junho/2019;10000007486;15/07/2019;0
19.46-3;400.00;0.00;Contribuição ref. a Junho/2019;10000007487;15/07/2019;0
20.47-9;70.00;70.00;Contribuição ref. a Junho/2019;10000007488;15/07/2019;1
20.40-4;400.00;400.00;Contribuição ref. a Junho/2019;10000007489;15/07/2019;1
19.17-4;400.00;400.00;Contribuição ref. a Junho/2019;10000007490;15/07/2019;1
121.00-4;70.00;0.00;Contribuição ref. a Junho/2019;10000007491;15/07/2019;0
17.60-8;50.00;0.00;Contribuição ref. a Junho/2019;10000007492;15/07/2019;0
19.60-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007493;15/07/2019;1
19.96-8;50.00;0.00;Contribuição ref. a Junho/2019;10000007494;15/07/2019;0
18.04-4;50.00;0.00;Contribuição ref. a Junho/2019;10000007495;15/07/2019;0
19.76-0;50.00;0.00;Contribuição ref. a Junho/2019;10000007496;15/07/2019;0
16.20-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007497;15/07/2019;1
17.67-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007498;15/07/2019;1
19.18-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007499;15/07/2019;1
17.84-8;70.00;70.00;Contribuição ref. a Junho/2019;10000007500;15/07/2019;1
20.61-0;50.00;0.00;Contribuição ref. a Junho/2019;10000007501;15/07/2019;0
16.35-2;70.00;70.00;Contribuição ref. a Junho/2019;10000007502;15/07/2019;1
19.48-9;50.00;50.00;Contribuição ref. a Junho/2019;10000007503;15/07/2019;1
17.66-5;50.00;0.00;Contribuição ref. a Junho/2019;10000007504;15/07/2019;0
20.44-6;70.00;70.00;Contribuição ref. a Junho/2019;10000007505;15/07/2019;1
17.88-9;70.00;70.00;Contribuição ref. a Junho/2019;10000007506;15/07/2019;1
17.59-0;50.00;50.00;Contribuição ref. a Junho/2019;10000007507;15/07/2019;1
17.69-9;50.00;0.00;Contribuição ref. a Junho/2019;10000007508;15/07/2019;0
19.25-7;70.00;0.00;Contribuição ref. a Junho/2019;10000007509;15/07/2019;0
16.09-7;50.00;50.00;Contribuição ref. a Junho/2019;10000007510;15/07/2019;1
16.01-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007511;15/07/2019;1
16.11-3;50.00;50.00;Contribuição ref. a Junho/2019;10000007512;15/07/2019;1
79.01-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007513;15/07/2019;1
16.33-7;50.00;0.00;Contribuição ref. a Junho/2019;10000007514;15/07/2019;0
20.51-1;50.00;50.00;Contribuição ref. a Junho/2019;10000007515;15/07/2019;1
19.33-1;50.00;50.00;Contribuição ref. a Junho/2019;10000007516;15/07/2019;1
17.76-4;50.00;50.00;Contribuição ref. a Junho/2019;10000007517;15/07/2019;1
15.90-9;50.00;50.00;Contribuição ref. a Junho/2019;10000007518;15/07/2019;1
15.75-0;400.00;400.00;Contribuição ref. a Junho/2019;10000007519;15/07/2019;1
17.24-4;50.00;0.00;Contribuição ref. a Junho/2019;10000007520;15/07/2019;0
16.23-8;70.00;0.00;Contribuição ref. a Junho/2019;10000007521;15/07/2019;0
20.74-3;50.00;0.00;Contribuição ref. a Junho/2019;10000007522;15/07/2019;0
19.39-8;50.00;50.00;Contribuição ref. a Junho/2019;10000007523;15/07/2019;1
20.19-8;50.00;0.00;Contribuição ref. a Junho/2019;10000007524;15/07/2019;0
16.10-5;70.00;70.00;Contribuição ref. a Junho/2019;10000007525;15/07/2019;1
17.90-5;70.00;0.00;Contribuição ref. a Junho/2019;10000007526;15/07/2019;0
20.86-7;50.00;50.00;Contribuição ref. a Junho/2019;10000007527;15/07/2019;1
15.53-7;150.00;150.00;Contribuição ref. a Junho/2019;10000007528;15/07/2019;1
17.86-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007529;15/07/2019;1
17.62-4;50.00;50.00;Contribuição ref. a Junho/2019;10000007530;15/07/2019;1
28.34-0;70.00;70.00;Contribuição ref. a Junho/2019;10000007531;15/07/2019;1
20.49-5;70.00;0.00;Contribuição ref. a Junho/2019;10000007532;15/07/2019;0
135.89-7;70.00;70.00;Contribuição ref. a Junho/2019;10000007533;15/07/2019;1
19.52-1;70.00;0.00;Contribuição ref. a Junho/2019;10000007534;15/07/2019;0
17.71-5;50.00;50.00;Contribuição ref. a Junho/2019;10000007535;15/07/2019;1
17.89-7;70.00;70.00;Contribuição ref. a Junho/2019;10000007536;15/07/2019;1
17.79-8;50.00;50.00;Contribuição ref. a Junho/2019;10000007537;15/07/2019;1
16.00-6;50.00;50.00;Contribuição ref. a Junho/2019;10000007538;15/07/2019;1
20.71-9;400.00;400.00;Contribuição ref. a Junho/2019;10000007539;15/07/2019;1
137.59-6;70.00;70.00;Contribuição ref. a Junho/2019;10000007540;15/07/2019;1
15.76-8;400.00;400.00;Contribuição ref. a Junho/2019;10000007541;15/07/2019;1
19.26-5;50.00;0.00;Contribuição ref. a Junho/2019;10000007542;15/07/2019;0
19.51-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007543;15/07/2019;1
17.68-1;50.00;0.00;Contribuição ref. a Junho/2019;10000007544;15/07/2019;0
17.77-2;70.00;0.00;Contribuição ref. a Junho/2019;10000007545;15/07/2019;0
15.74-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007546;15/07/2019;1
17.78-0;50.00;50.00;Contribuição ref. a Junho/2019;10000007547;15/07/2019;1
16.15-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007548;15/07/2019;1
154.11-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007549;15/07/2019;1
17.68-1;50.00;0.00;Contribuição ref. a Junho/2019;10000007550;15/07/2019;0
16.02-2;50.00;0.00;Contribuição ref. a Junho/2019;10000007551;15/07/2019;0
17.82-2;70.00;70.00;Contribuição ref. a Junho/2019;10000007552;15/07/2019;1
15.60-2;70.00;70.00;Contribuição ref. a Junho/2019;10000007553;15/07/2019;1
19.43-0;70.00;70.00;Contribuição ref. a Junho/2019;10000007554;15/07/2019;1
15.68-5;70.00;70.00;Contribuição ref. a Junho/2019;10000007555;15/07/2019;1
137.08-3;50.00;0.00;Contribuição ref. a Junho/2019;10000007556;15/07/2019;0
15.58-6;150.00;150.00;Contribuição ref. a Junho/2019;10000007557;15/07/2019;1
20.43-8;50.00;50.00;Contribuição ref. a Junho/2019;10000007558;15/07/2019;1
17.73-1;50.00;0.00;Contribuição ref. a Junho/2019;10000007559;15/07/2019;0
19.65-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007560;15/07/2019;1
15.69-3;70.00;0.00;Contribuição ref. a Junho/2019;10000007561;15/07/2019;0
20.46-1;70.00;70.00;Contribuição ref. a Junho/2019;10000007562;15/07/2019;1
15.51-1;150.00;150.00;Contribuição ref. a Junho/2019;10000007563;15/07/2019;1
157.76-8;400.00;400.00;Contribuição ref. a Junho/2019;10000007564;15/07/2019;1
16.24-6;70.00;0.00;Contribuição ref. a Junho/2019;10000007565;15/07/2019;0
15.99-0;50.00;50.00;Contribuição ref. a Junho/2019;10000007566;15/07/2019;1
20.33-9;100.00;100.00;Contribuição ref. a Junho/2019;10000007567;15/07/2019;1
20.17-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007568;15/07/2019;1
20.92-5;70.00;0.00;Contribuição ref. a Junho/2019;10000007569;15/07/2019;0
19.34-9;70.00;0.00;Contribuição ref. a Junho/2019;10000007570;15/07/2019;0
17.72-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007571;15/07/2019;1
16.32-9;50.00;50.00;Contribuição ref. a Junho/2019;10000007572;15/07/2019;1
19.22-4;50.00;0.00;Contribuição ref. a Junho/2019;10000007573;15/07/2019;0
20.91-7;70.00;0.00;Contribuição ref. a Junho/2019;10000007574;15/07/2019;0
17.63-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007575;15/07/2019;1
;50.00;50.00;Contribuição ref. a Junho/2019;10000007576;15/07/2019;1
20.05-7;70.00;70.00;Contribuição ref. a Junho/2019;10000007577;15/07/2019;1
15.98-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007578;15/07/2019;1
16.07-1;50.00;0.00;Contribuição ref. a Junho/2019;10000007579;15/07/2019;1
19.49-7;50.00;0.00;Contribuição ref. a Junho/2019;10000007580;15/07/2019;0
137.69-5;50.00;50.00;Contribuição ref. a Junho/2019;10000007581;15/07/2019;1
15.73-5;400.00;400.00;Contribuição ref. a Junho/2019;10000007582;15/07/2019;1
156.28-1;50.00;50.00;Contribuição ref. a Junho/2019;10000007583;15/07/2019;1
137.84-4;50.00;0.00;Contribuição ref. a Junho/2019;10000007584;15/07/2019;0
19.23-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007585;15/07/2019;1
20.26-3;70.00;70.00;Contribuição ref. a Junho/2019;10000007586;15/07/2019;1
19.56-2;70.00;70.00;Contribuição ref. a Junho/2019;10000007587;15/07/2019;1
20.12-3;70.00;0.00;Contribuição ref. a Junho/2019;10000007588;15/07/2019;0
16.74-1;50.00;0.00;Contribuição ref. a Junho/2019;10000007589;15/07/2019;0
36.01-2;70.00;0.00;Contribuição ref. a Junho/2019;10000007590;15/07/2019;0
182.32-9;70.00;0.00;Contribuição ref. a Junho/2019;10000007591;15/07/2019;0
20.41-2;400.00;400.00;Contribuição ref. a Junho/2019;10000007592;15/07/2019;1
17.87-1;70.00;70.00;Contribuição ref. a Junho/2019;10000007593;15/07/2019;1
20.87-5;70.00;70.00;Contribuição ref. a Junho/2019;10000007594;15/07/2019;1
20.65-1;70.00;70.00;Contribuição ref. a Junho/2019;10000007595;15/07/2019;1
17.96-2;400.00;400.00;Contribuição ref. a Junho/2019;10000007596;15/07/2019;1
16.41-0;70.00;70.00;Contribuição ref. a Junho/2019;10000007597;15/07/2019;1
15.65-1;150.00;150.00;Contribuição ref. a Junho/2019;10000007598;15/07/2019;1
15.71-9;400.00;400.00;Contribuição ref. a Junho/2019;10000007599;15/07/2019;1
20.32-1;70.00;70.00;Contribuição ref. a Junho/2019;10000007600;15/07/2019;1
16.04-8;70.00;70.00;Contribuição ref. a Junho/2019;10000007601;15/07/2019;1
17.95-4;70.00;70.00;Contribuição ref. a Junho/2019;10000007602;15/07/2019;1
20.84-2;50.00;50.00;Contribuição ref. a Junho/2019;10000007603;15/07/2019;1
17.22-8;70.00;70.00;Contribuição ref. a Junho/2019;10000007604;15/07/2019;1
20.95-8;70.00;70.00;Contribuição ref. a Junho/2019;10000007605;15/07/2019;1
19.68-7;70.00;70.00;Contribuição ref. a Junho/2019;10000007606;15/07/2019;1
20.23-0;50.00;0.00;Contribuição ref. a Junho/2019;10000007607;15/07/2019;0
17.75-6;70.00;70.00;Contribuição ref. a Junho/2019;10000007608;15/07/2019;1
19.31-5;70.00;70.00;Contribuição ref. a Junho/2019;10000007609;15/07/2019;1
17.41-8;70.00;0.00;Contribuição ref. a Junho/2019;10000007610;15/07/2019;0
15.67-7;50.00;50.00;Contribuição ref. a Junho/2019;10000007611;15/07/2019;1
20.16-4;50.00;50.00;Contribuição ref. a Junho/2019;10000007612;15/07/2019;1
16.21-2;2030.00;2030.00;Contribuições em abertas;10000007613;30/07/2019;1
17.83-0;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007614;14/08/2019;1
15.59-4;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007615;14/08/2019;1
19.35-6;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007616;14/08/2019;1
19.24-0;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007617;14/08/2019;1
17.92-1;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007618;14/08/2019;1
17.85-5;100.00;100.00;Contribuição ref ao mês de Julho/19;10000007619;14/08/2019;1
16.06-3;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007620;14/08/2019;1
15.72-7;150.00;150.00;Contribuição ref ao mês de Julho/19;10000007621;14/08/2019;1
199.43-0;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007622;14/08/2019;1
16.45-1;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007623;14/08/2019;1
15.66-9;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007624;14/08/2019;1
20.48-7;150.00;150.00;Contribuição ref ao mês de Julho/19;10000007625;14/08/2019;1
20.36-2;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007626;14/08/2019;1
15.57-8;100.00;100.00;Contribuição ref ao mês de Julho/19;10000007627;14/08/2019;1
16.39-4;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007628;14/08/2019;0
20.67-7;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007629;14/08/2019;1
19.21-6;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007630;14/08/2019;0
17.94-7;100.00;0.00;Contribuição ref ao mês de Julho/19;10000007631;14/08/2019;0
17.70-7;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007632;14/08/2019;1
19.99-2;300.00;300.00;Contribuição ref ao mês de Julho/19;10000007633;14/08/2019;1
15.61-0;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007634;14/08/2019;1
20.88-3;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007635;14/08/2019;0
19.97-6;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007636;14/08/2019;0
19.30-7;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007637;14/08/2019;1
20.38-8;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007638;14/08/2019;1
19.63-8;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007639;14/08/2019;0
19.36-4;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007640;14/08/2019;1
20.07-3;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007641;14/08/2019;0
19.46-3;400.00;0.00;Contribuição ref ao mês de Julho/19;10000007642;14/08/2019;0
20.47-9;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007643;14/08/2019;1
20.40-4;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007644;14/08/2019;1
19.17-4;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007645;14/08/2019;1
121.00-4;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007646;14/08/2019;0
17.60-8;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007647;14/08/2019;0
19.60-4;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007648;14/08/2019;1
19.96-8;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007649;14/08/2019;0
18.04-4;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007650;14/08/2019;0
19.76-0;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007651;14/08/2019;0
16.20-4;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007652;14/08/2019;1
17.67-3;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007653;14/08/2019;1
19.18-2;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007654;14/08/2019;1
17.84-8;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007655;14/08/2019;1
20.61-0;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007656;14/08/2019;0
16.35-2;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007657;14/08/2019;1
19.48-9;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007658;14/08/2019;1
17.66-5;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007659;14/08/2019;0
20.44-6;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007660;14/08/2019;1
17.88-9;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007661;14/08/2019;1
17.59-0;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007662;14/08/2019;1
17.69-9;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007663;14/08/2019;0
19.25-7;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007664;14/08/2019;0
16.09-7;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007665;14/08/2019;1
16.01-4;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007666;14/08/2019;1
16.11-3;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007667;14/08/2019;1
79.01-2;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007668;14/08/2019;1
16.33-7;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007669;14/08/2019;0
20.51-1;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007670;14/08/2019;1
19.33-1;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007671;14/08/2019;1
17.76-4;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007672;14/08/2019;1
15.90-9;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007673;14/08/2019;1
15.75-0;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007674;14/08/2019;1
17.24-4;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007675;14/08/2019;0
16.23-8;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007676;14/08/2019;0
20.74-3;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007677;14/08/2019;0
19.39-8;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007678;14/08/2019;1
20.19-8;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007679;14/08/2019;0
16.10-5;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007680;14/08/2019;1
17.90-5;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007681;14/08/2019;0
20.86-7;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007682;14/08/2019;1
15.53-7;150.00;150.00;Contribuição ref ao mês de Julho/19;10000007683;14/08/2019;1
17.86-3;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007684;14/08/2019;1
16.21-2;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007685;14/08/2019;1
17.62-4;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007686;14/08/2019;0
28.34-0;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007687;14/08/2019;1
20.49-5;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007688;14/08/2019;0
135.89-7;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007689;14/08/2019;0
19.52-1;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007690;14/08/2019;0
17.71-5;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007691;14/08/2019;1
17.89-7;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007692;14/08/2019;1
17.79-8;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007693;14/08/2019;1
16.00-6;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007694;14/08/2019;1
20.71-9;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007695;14/08/2019;1
137.59-6;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007696;14/08/2019;1
15.76-8;400.00;400.00;Contribuição ref ao mês de Julho/19;10000007697;14/08/2019;1
19.26-5;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007698;14/08/2019;0
19.51-3;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007699;14/08/2019;1
17.68-1;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007700;14/08/2019;0
17.77-2;70.00;0.00;Contribuição ref ao mês de Julho/19;10000007701;14/08/2019;0
15.74-3;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007702;14/08/2019;1
17.78-0;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007703;14/08/2019;1
16.15-4;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007704;14/08/2019;1
154.11-2;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007705;14/08/2019;1
17.68-1;50.00;50.00;Contribuição ref ao mês de Julho/19;10000007706;14/08/2019;1
16.02-2;50.00;0.00;Contribuição ref ao mês de Julho/19;10000007707;14/08/2019;0
17.82-2;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007708;14/08/2019;1
15.60-2;70.00;70.00;Contribuição ref ao mês de Julho/19;10000007709;14/08/2019;1
