entrancia_id;regioes_id;contrib_id;tabeliao_id;substituto_id;cnpj;naoCNPJ;cei;codTJ;codCNJ;;nome;nomeFantasia;nomeResumido;endCep;arrAtividades;endNumero;endCidade;telefone1;telefone2;telefone2_whatsapp;email;endLogradouro;endBairro;formaCobranca;ativo;altUsuario;cadAnalise;encontradoTJ;emAcordo;retencaoTJ;pgRetencaoTJ
20;30;1;127;;4.781.810/0000-00;1;;129005;18.85-3;;CARTORIO DO REG. CIVIL DIST. DE CAIPÚ;CARTORIO DO REG. CIVIL DIST. DE CAIPÚ;CARTORIO DO REG. CIVIL DIST. DE CAIPÚ;29;29;;2303303;;;0;cartoriocarneiro@globomail.com;RUA JOÃO FRANCELINO, 96;VILA CAIPÚ;2;Sim;0;0;1;0;1;1
20;30;1;700;;4.748.510/0000-00;1;;129003;191.41-1;;CARTORIO REG. CIVIL DIST. SÃO BARTOLOMEU;CARTORIO GOMES;CARTORIO GOMES;29;29;;2303303;;;0;cartoriosaobartolomeu@hotmail.com;SÃO BARTOLOMEU, S/N;VILA SÃO BARTOLOMEU;2;Sim;0;0;1;0;1;1
20;30;1;129;;9.119.190/0000-00;1;;129004;19.15-8;;CARTORIO REG. CIVIL DIST. SÃO SEBASTIÃO;CARTORIO REG. CIVIL DIST. SÃO SEBASTIÃO;CARTORIO REG. CIVIL DIST. SÃO SEBASTIÃO;29;29;;2303303;;;0;anarachellunadoroteu@hotmail.com;RUA PEDRO MONTEIRO DE BARROS, 73;SÃO SEBASTIÃO;2;Sim;0;0;1;0;1;1
20;119;7;644;;6.576.650/0000-00;1;;99002;19.36-4;;CARTÓRIO DE NOTAS E REGISTROS DE CARNAUBAL;OFICIO DE NOTAS E REGISTROS DE CARNAUBAL;OFICIO DE NOTAS E REGISTROS DE CARNAUBAL;21;21;;2303402;(88) 3650-1222;;0;oficiounicocarnaubal@gmail.com;RUA PEDRO ANTONIO DE MELO, 270;CENTRO;2;Sim;7;0;1;0;0;0
31;53;1;131;;6.622.040/0000-00;1;;6013;137.74-5;;CARTORIO REG. CIVIL DIST. CAPONGA;CARTORIO DO REG. CIVIL;CARTORIO DO REG. CIVIL;29;29;;2303501;(85) 3334-2099;;0;cartoriojarbasaraujo@hotmail.com;AV. PREFEITO LUIS BENICIO SAMPAIO, 1998;CENTRO;2;Sim;0;0;1;0;1;1
31;53;1;701;;;0;;6014;18.47-3;;CARTORIO REG. CIVIL DIST. DE JACARECOARA;CARTORIO DO REG. CIVIL DIST. DE JACARECOARA;CARTORIO DO REG. CIVIL DIST. DE JACARECOARA;29;29;;2303501;(85) 9 8138-8467;;0;cartoriodejacarecoara@yahoo.com.br;RUA FRANCISCO CAPISTRANO, 541;CENTRO;2;Sim;8;0;1;0;1;1
31;53;1;133;;;0;;6016;137.19-0;;CARTORIO DO REG. CIVIL DIST. PITOMBEIRAS;CARTORIO DO REG. CIVIL DIST. PITOMBEIRAS;CARTORIO DO REG. CIVIL DIST. PITOMBEIRAS;29;29;;2303501;(85) 3367-5118;;0;cartorio.pitombeiras@gmail.com;RUA LEONARDO BEZERRA, 293;CENTRO;2;Sim;8;0;1;0;1;1
31;53;1;134;;6.622.040/0000-00;1;;6013;137.74-5;;CARTÓIO 1º OFÍCIO REG. CIVIL;CARTORIO JARBAS ARAÚJO;CARTORIO JARBAS ARAÚJO;27;27;;2303501;(85) 3334-2099;;0;cartoriojarbasaraujo@hotmail.com;AV. PREFEITO LUIS BENICIO SAMPAIO, 1998;CENTRO;2;Sim;0;0;0;0;1;1
31;53;6;135;;6.619.140/0000-00;1;;6012;19.68-7;;CARTORIO 2º OFÍCIO DE NOTAS E REG. IMÓVEIS;CARTÓRIO MOURA FACUNDO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO MOURA FACUNDO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2303501;(85) 3334-2826;;0;cartoriomourafacundo@gmail.com;RUA PREFEITO LUIS BENÍCIO SAMPAIO, 1992;CENTRO;2;Sim;6;0;1;0;0;1
31;53;1;136;5;20.928.100/0000-00;1;;6015;135.62-4;;CARTORIO REG. CIVIL DIST. GUANACÉS;CARTORIO REG. CIVIL PEDRO BALIEIRO DIST. GUANACÉS;CARTORIO REG. CIVIL PEDRO BALIEIRO DIST. GUANACÉS;29;29;;2303501;(85) 9 8148-3501;;0;cartorioguanaces@gmail.com;Rua do comercio 46;guanaces;2;Sim;7;0;1;0;1;1
20;30;1;137;;5.716.950/0000-00;1;;100002;17.54-1;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO 1º OFÍCIO REG. CIVIL;27;27;;2303600;(88) 3556-1645;;0;cartoriocatarina1@hotmail.com;RUA JOAQUIM RODRIGUES PEREIRA, 80;CENTRO;2;Sim;6;0;1;0;1;1
20;30;7;659;;41.283.800/0000-00;1;;100003;19.44-8;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CATARINA - CARTORIO 2º OFÍCIO REG. IMÓVEIS;CATARINA - CARTORIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2303600;(88) 9 7400-8778;;0;lucienemacedo@hotmail.com   2oficiocatarina@gmail.com;RUA JOAQUIM RODRIGUES PEREIRA, 262;CENTRO;2;Sim;7;0;1;0;0;1
31;43;1;702;;35.048.600/0000-00;1;;171002;15.87-5;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO LOURENÇO - 1º E 2º OFÍCIO;CARTORIO LOURENÇO - 1º E 2º OFÍCIO;21;21;;2303659;(88) 3686-1060;;0;cartolour@bol.com.br;RUA TAB.LUIZ LOURENÇO DE SOUSA, 199;CENTRO;2;Sim;11;0;1;0;1;1
124;53;8;140;;6.622.290/0000-00;1;;7011;15.57-8;;CARTÓRIO 1º TABELIONATO DE NOTAS, PROTESTOS E REGISTRO CIVIL DE PESSOAS NATURAIS;CARTÓRIO BRITO RAMOS- 1º OFÍCIO;CARTÓRIO BRITO RAMOS- 1º OFÍCIO;27;27;;2303709;(85) 3342-3599;(85) 3342-3632;0;brito.ramos@uol.com.br protesto.brito.ramos@uol.com.br;RUA CORONEL CORREIA, 1583;CENTRO;2;Sim;7;0;1;0;0;0
124;53;7;141;;6.622.090/0000-00;1;;7020;156.28-1;;CARTÓRIO 2º TAB. E OFÍCIO DE REG. DE DISTRIBUIÇAO;CARTÓRIO CARLINDA PAULA;CARTÓRIO CARLINDA PAULA;125;125;;2303709;(85) 3342-1510;;0;cartoriocarlindapaula@ig.com.br;RUA CORONEL CORREIA, 1591;CENTRO;2;Sim;6;0;1;0;0;1
124;53;1;703;;23.729.000/0000-00;1;;7017;20.53-7;;CARTORIO REG. CIVIL DIST. MIRAMBÉ;CARTÓRIO DO REG. CIVIL DIST. DE MIRAMBÉ;CARTÓRIO DO REG. CIVIL DIST. DE MIRAMBÉ;29;29;;2303709;(85) 3368-4151;;0;valbenia2011@hotmail.com;RODOVIA RAIMUNDO PESSOA DE ARAUJO, 4252;MIRAMBÉ;2;Sim;11;0;1;0;1;1
124;53;1;143;;10.733.500/0000-00;1;;7016;137.86-9;;CARTORIO REG. CIVIL DIST. CATUANA;CARTORIO REG. CIVIL DIST. CATUANA;CARTORIO REG. CIVIL DIST. CATUANA;29;29;;2303709;(85) 3368-1063;;0;cartoriocatuana@yahoo.com.br;AV. MAJOR JOÃO MARTINS, 218. BR-222, KM 40;CATUANA;2;Sim;0;0;1;0;1;1
124;53;1;704;;16.647.700/0000-00;1;;7018;147.01-7;;CARTORIO REG. CIVIL DIST. DE GUARARU;CARTORIO REG. CIVIL DIST. DE GUARARU;CARTORIO REG. CIVIL DIST. DE GUARARU;29;29;;2303709;(85) 9 8129-1133;;0;cartorioguararu@hotmail.com;AV. DOS COQUEIROS, 2169. LJ 02;CENTRO;2;Sim;8;0;1;0;1;1
124;53;8;146;;15.031.100/0000-00;1;;7023;147.26-4;;CARTORIO REG. CIVIL DO DIST. DE JUREMA;CARTORIO REG. CIVIL DO DIST. DE JUREMA;CARTORIO REG. CIVIL DO DIST. DE JUREMA;29;29;;2303709;(85) 9 8778-1275;;0;atendimento@cartoriojurema.com.br;AV. DOM ALMEIDA LUSTOSA, 2188;PARQUE GUADALAJARA;2;Sim;6;0;1;0;0;0
124;53;4;147;;1.730.810/0000-00;1;;7021;15.72-7;;CARTÓRIO 3º.TAB. DE NOTAS E DE PROT. DE TÍT. E REGISTROS;CARTÓRIO XIMENES;CARTÓRIO XIMENES;126;126;;2303709;(85) 9 9995-3809;(85) 9 9181-5317;0;protesto@cartorioximenes.com.br;Rua Pedro Gomes da Rocha, 732;Açude;2;Sim;6;0;1;0;0;1
124;53;6;834;;1.695.310/0000-00;1;;7012;20.65-1;;OFÍCIO PRIV. REGISTRO DE IMÓVEIS;OFÍCIO PRIVATIVO DE REGISTRO DE IMÓVEIS;OFÍCIO PRIVATIVO DE REGISTRO DE IMÓVEIS;25;25;;2303709;(85) 3342-2122;;0;registrocaucaia@yahoo.com.br;RUA BARÃO DE IBIAPABA, 340;CENTRO;2;Sim;11;0;1;0;0;1
31;30;1;705;;5.717.020/0000-00;1;;40011;17.32-7;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO CAVALCANTE MONTENEGRO;CARTÓRIO CAVALCANTE MONTENEGRO;27;27;;2303808;(88) 3564-1033;;0;cartoriocm@hotmail.com;RUA CEL. JOSÉ DE ALBUQUERQUE, 505;CENTRO;2;Sim;11;0;1;0;1;1
31;30;7;150;;5.717.010/0000-00;1;;40012;16.11-3;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ESMERALDINA BEZERRA - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ESMERALDINA BEZERRA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2303808;(88) 3564-1567;(88) 9 9833-1111;0;cartorioeb@hotmail.com;RUA VEREADOR PEDRO LOPES VIEIRA, 298.;CENTRO;2;Sim;6;0;1;0;0;1
20;24;1;706;;2.328.900/0000-00;1;;128002;15.52-9;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO ALMEIDA 1º OFÍCIO - REGISTRO CIVIL;CARTÓRIO ALMEIDA 1º OFÍCIO - REGISTRO CIVIL;27;27;;2303907;(88) 3625-1132;;0;;RUA MONSENHOR JOSÉ CARNEIRO, 223;CENTRO;2;Sim;11;0;1;0;1;1
20;24;7;153;6;36.529.700/0000-00;1;;128003;20.23-0;;CARTÓRIO 2º OFÍCIO;Cartorio Castelo Branco;CHAVAL - CARTÓRIO 2º OFÍCIO REG IMOVEIS - CART VERAS;;;;2303907;(88) 9 8881-9088;(85) 9 9700-0603;0;cartoriocastelobranco@outlook.com;CORONEL JOSE PORFIRIO, 553;CENTRO;2;Sim;7;0;1;1;0;0
20;24;1;154;;63.386.500/0000-00;1;;169002;19.27-3;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;REGISTRADOR DOS ANJOS;REGISTRADOR DOS ANJOS;21;21;;2303931;(88) 3438-1020;;0;cartoriodosanjos@gmail.com;RUA CEL. JOAO PARACAMPOS, 927;CENTRO;2;Sim;0;0;1;0;1;1
20;53;1;624;;36.758.900/0000-00;1;;140002;19.89-3;;CARTÓRIO DO REGISTRO CIVIL DE CHOROZINHO;1º OFÍCIO DE CHOROZINHO;1º OFÍCIO DE CHOROZINHO;21;21;;2303956;(85) 3319-1655;;0;1oficiochorozinho@gmail.com;RUA PADRE ENEMIAS, 29;CENTRO;2;Sim;11;0;1;0;1;1
20;53;1;707;;15.021.700/0000-00;1;;140009;154.13-8;;CARTÓRIO REG. CIVIL DIST. TRIÂNGULO;CARTÓRIO  TRIÂNGULO;CARTÓRIO  TRIÂNGULO;29;29;;2303956;(85) 9 9273-2644;(85) 9 9796-3044;0;cartoriocmachado@gmail.com;AV. JORGE ALBINO, S/N. BR 116 KM 68;CENTRO;2;Sim;11;0;1;0;1;1
20;53;6;157;;4.262.510/0000-00;1;;140004;20.26-3;;2° OFICIO DE CHOROZINHO;CHOROZINHO - CARTÓRIO PAULO W. MIRANDA BENÍCIO - 2º OFÍCIO REG. IMÓVEIS;CHOROZINHO - CARTÓRIO PAULO W. MIRANDA BENÍCIO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2303956;(85) 3319-1209;(85) 9 9646-4258;0;cartoriobenicio@gmail.com;AV. PRAÇA DA MATRIZ, LJ 01;CENTRO;2;Sim;6;0;1;0;0;1
20;43;1;708;;6.601.970/0000-00;1;;66011;20.21-4;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO 1º OFÍCIO REG. CIVIL;27;27;;2304004;(88) 3645-1572;;0;1oficiocoreau@gmail.com;AV. ANTONIO CRISTINO DE MENEZES, S/N;CENTRO;2;Sim;11;0;1;0;1;0
20;43;1;159;;10.380.200/0000-00;1;;66014;20.20-6;;CARTORIO REG. CIVIL DIST. ARAQUÉM;CARTÓRIO DE REGISTRO CIVIL TELLES MASCARENHAS;CARTÓRIO DE REGISTRO CIVIL TELLES MASCARENHAS;29;29;;2304004;(88) 9 9221-1500;(88) 9 9207-0000;0;cartoriotm@gmail.com;TRAVESSA 2, N 545;CENTRO;2;Sim;8;0;1;0;1;1
20;43;1;160;;23.706.600/0000-00;1;;66013;136.89-5;;CARTORIO REG. CIVIL DIST. UBAÚNA;CARTORIO NERI VASCONCELOS;CARTORIO NERI VASCONCELOS;29;29;;2304004;(88) 3645-6034;;0;cartorionerivasconcelos@yahoo.com.br;RUA DO COMERCIO  UBAUNA, S/N;CENTRO;2;Sim;0;0;1;0;1;1
20;43;8;709;;6.601.930/0000-00;1;;66012;17.80-6;;CARTÓRIO 2º OFÍCIO REG. IMOVEIS;CARTÓRIO SABINO CRISTINO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO SABINO CRISTINO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2304004;(88) 3645-1615;;0;cartoriosabinocristino@gmail.com;RUA SÃO FRANCISCO, 01;ALTO SÃO JOSÉ;2;Sim;11;0;1;0;0;1
31;40;1;710;;6.586.390/0000-00;1;;8011;20.25-5;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO BEZERRA - PRIMEIRO OFÍCIO;CARTÓRIO BEZERRA - PRIMEIRO OFÍCIO;27;27;;2304103;(88) 3691-0013;;0;bezerra.cartorio@bol.com.br;RUA CORONEL LÚCIO, 486. EM FRENTE À RÁDIO PR;CENTRO;2;Sim;11;0;1;0;1;1
20;40;1;;;;0;;8016;135.65-7;;CARTORIO REG. CIVIL DIST. DE IBIAPABA;CARTORIO REG. CIVIL DIST. DE IBIAPABA;CARTORIO REG. CIVIL DIST. DE IBIAPABA;27;27;;2304103;(85) 9 9171-4270;(88) 9 9234-9276;0;cartorio.poty@yahoo.com.br;PRAÇA DO CARTÓRIO S/N;DISTRITO DE IBIAPABA;2;Sim;11;0;1;0;1;1
20;40;1;;;;0;;8015;147.13-2;;CARTORIO REG. CIVIL DIST. DE OITICICA;CARTORIO REG. CIVIL DIST. DE OITICICA;CARTORIO REG. CIVIL DIST. DE OITICICA;27;27;;2304103;(85) 9 9171-4270;(88) 9 9234-9276;0;cartorio.poty@yahoo.com.br;PRAÇA DO CARTÓRIO S/Nº,  - PROXIMO A ESTRA DE F - CENTRO;CENTRO;2;Sim;11;0;1;0;1;1
20;40;1;;;;0;;8014;19.04-2;;CARTORIO REG. CIVIL DIST. DE STO. ANTÔNIO;CARTORIO REG. CIVIL DIST. DE STO. ANTÔNIO;CARTORIO REG. CIVIL DIST. DE STO. ANTÔNIO;27;27;;2304103;(85) 9 9171-4270;(88) 9 9234-9276;0;cartorio.poty@yahoo.com.br;PRAÇA DO CARTORIO, S/º,  - PROXIMO A ESTRADA DE - CENTRO;CENTRO;2;Sim;11;0;1;0;1;1
31;40;1;711;;3.611.550/0000-00;1;;8018;147.13-2;;CARTORIO REG. CIVIL DIST. MONTE NEBO;CARTORIO REG. CIVIL DIST. MONTE NEBO;CARTORIO REG. CIVIL DIST. MONTE NEBO;29;29;;2304103;(88) 3691-1928;;0;cartorio.poty@yahoo.com.br;POTY, S/N. ZONA RURAL;CENTRO;2;Sim;0;0;1;0;1;1
31;40;1;164;;3.611.550/0000-00;1;;8018;147.13-2;;CARTORIO REG. CIVIL DIST. POTI;CARTORIO REG. CIVIL DIST. POTI;CARTORIO REG. CIVIL DIST. POTI;29;29;;2304103;(88) 3691-1928;;0;cartorio.poty@yahoo.com.br;PRAÇA DO CARTÓRIO, S/N;CENTRO;2;Sim;0;0;0;0;1;1
31;40;8;165;;6.586.290/0000-00;1;;8012;20.33-9;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CRATEUS - CARTORIO 2º OFÍCIO REG. IMÓVEIS;CRATEUS - CARTORIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2304103;(88) 3691-0312;;0;cartorio.martins@hotmail.com;RUA CEL.LÚCIO, 580. CX.POSTAL 70;CENTRO;2;Sim;6;0;1;0;0;1
31;40;6;166;;2.787.860/0000-00;1;;8022;16.41-0;;CARTÓRIO 3º OFÍCIO REG. IMÓVEIS;CRATEÚS - CARTÓRIO CAVALCANTE - 3º OFÍCIO REG. IMÓVEIS;CRATEÚS - CARTÓRIO CAVALCANTE - 3º OFÍCIO REG. IMÓVEIS;25;25;;2304103;(88) 3691-0194;;0;cart3cavalcante@hotmail.com;RUA CEL LUCIO 569;CENTRO;2;Sim;6;0;1;0;0;1
31;19;6;167;;3.801.720/0000-00;1;;9016;17.95-4;;CARTÓRIO 5º OFÍCIO REG. IMÓVEIS;CARTÓRIO 5º OFÍCIO REG. IMÓVEIS;CARTÓRIO 5º OFÍCIO REG. IMÓVEIS;25;25;;2304202;(88) 3521-6190;;0;cartorio005@gmail.com;RUA TRISTÃO GONÇALVES, 290;CENTRO;2;Sim;6;0;1;0;0;1
31;19;1;168;;5.621.020/0000-00;1;;9006;15.95-8;;CARTÓRIO 1º OFÍCIO DE CRATO;CARTÓRIO CALÍOPE 1º OFÍCIO;CARTÓRIO CALÍOPE 1º OFÍCIO;126;126;;2304202;(88) 3523-1103;;0;albertinacaliope@bol.com.br;RUA MIGUEL LIMA VERDE, 499;CENTRO;2;Sim;3;0;1;0;1;1
31;19;1;712;;2.519.220/0000-00;1;;9010;17.19-4;;CARTÓRIO REG. CIVIL DIST. LAMEIRO;CARTÓRIO DE REGISTRO CIVIL DO DISTRITO DE LAMEIRO;CARTÓRIO DE REGISTRO CIVIL DO DISTRITO DE LAMEIRO;29;29;;2304202;(88) 3521-2220;;0;cartoriolameirocratoce@gmail.com;AV.  JOSE HORACIO PEQUENO, 62;LAMEIRO;2;Sim;11;0;1;0;1;1
31;19;6;170;;5.621.010/0000-00;1;;9008;17.83-0;;CARTÓRIO 3º OFÍCIO NOTAS E PROTESTOS;CARTORIO DO 3º OFÍCIO;CARTORIO DO 3º OFÍCIO;126;126;;2304202;(88) 3521-2226;;0;contato@cartoriofigueiredo.com.br;RUA TRISTAO GONCALVES, 334;CENTRO;2;Sim;6;0;1;0;0;1
31;19;1;171;;5.620.990/0000-00;1;;9009;17.93-9;;CARTORIO 4º OFÍCIO REG. CIVIL;CARTORIO DO 4º OFÍCIO;CARTORIO DO 4º OFÍCIO;27;27;;2304202;(88) 3523-4248;(88) 9 9640-5080;0;cartorio4oficioatendimento@gmail.com m-sulla@bol.com.br;RUA TRISTAO GONÇALVES, 535;CENTRO;2;Sim;0;0;1;0;1;1
31;19;1;713;;4.115.260/0000-00;1;;9011;19.01-8;;CARTORIO REG. CIVIL DIST. PONTA DA SERRA;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO PONTA DA SE;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO PONTA DA SE;29;29;;2304202;(88) 3521-0228;;0;joseferrerfilho@hotmail.com;RUA INÁCIO FERREIRA LEITE, 180;CENTRO;2;Sim;11;0;1;0;1;1
31;19;1;657;;41.571.500/0000-00;1;;9014;135.70-7;;CARTORIO REG. CIVIL DIST. DOM QUINTINO;CARTÓRIO DOM QUINTINO;CARTÓRIO DOM QUINTINO;29;29;;2304202;(88) 9 9810-7134;;0;cartoriodomquintino@gmail.com;RUA DO COMÉRCIO, 311;CENTRO;2;Sim;7;0;1;0;1;1
31;19;1;714;;10.250.200/0000-00;1;;9013;135.69-9;;CARTORIO REG. CIVIL DIST. DE SANTA FÉ;CARTORIO REG. CIVIL DIST. DE SANTA FÉ;CARTORIO REG. CIVIL DIST. DE SANTA FÉ;29;29;;2304202;;;0;cartoriosantafe@bol.com.br;RUA BENEDITO JOSÉ TELES, 112;CENTRO;2;Sim;0;0;1;0;1;1
31;19;1;175;;2.519.220/0000-00;1;;9012;18.53-1;;CARTORIO REG. CIVIL DIST. MURITI;CARTORIO REG. CIVIL DIST. MURITI;CARTORIO REG. CIVIL DIST. MURITI;29;29;;2304202;(88) 3521-1816;(88) 3521-3113;0;cartoriojfaraujo@gmail.com;RUA CÍCERO LOBO, 282;MURITI;2;Sim;8;0;1;0;1;1
31;19;6;176;;5.621.020/0000-00;1;;9007;16.04-8;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CRATO - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CRATO - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2304202;(88) 3521-1107;;0;lobomacedo@hotmail.com;RUA SENADOR POMPEU, 304;CENTRO;2;Sim;6;0;1;0;0;1
31;119;1;177;;4.922.290/0000-00;1;;148002;19.83-6;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DO REGISTRO CIVIL;CARTÓRIO DO REGISTRO CIVIL;21;21;;2304236;(88) 3659-1527;;0;oficiounicocroata@hotmail.com;RIA 03 DE MAIO, 78;CENTRO;2;Sim;0;0;1;0;1;1
20;24;1;178;;2.962.490/0000-00;1;;101002;110.15-5;;CARTÓRIO OFICIO DE NOTAS E REGISTROS;CARTÓRIO MOZART SALES;CARTÓRIO MOZART SALES;21;21;;2304251;(88) 3660-1374;;0;cartoriomozartsales@hotmail.com;RUA 7 DE SETEMBRO, 337;CENTRO;2;Sim;3;0;1;0;1;1
20;30;1;658;;12.463.700/0000-00;1;;153002;16.67-5;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO DE OFÍCIO DE NOTAS E DE REGISTROS;CARTORIO DE OFÍCIO DE NOTAS E DE REGISTROS;21;21;;2304269;(88) 3569-1117;;0;cartorioirapuan@hotmail.com;RUA FRANCISCO ASSIS PINHEIRO, 10;CENTRO;2;Sim;3;0;1;0;1;1
20;44;1;626;;36.681.700/0000-00;1;;159002;18.39-0;;CARTÓRIO REG. CIVIL 1º OFICIO DE REGISTRO CIVIL DE ERERE;ERERE - CARTÓRIO 1º OFICIO DE REGISTRO CIVIL;ERERE - CARTÓRIO 1º OFICIO DE REGISTRO CIVIL;27;27;;2304277;(85) 3021-4505;(85) 3021-0285;0;cartorioerere@gmail.com;RUA CAPITÃO FRANCISCO RODRIGUES, S/N;CENTRO;2;Sim;7;0;1;0;1;1
20;44;7;181;;3.571.350/0000-00;1;;159004;18.04-4;;CARTORIO OFÍCIO NOTAS E REGISTROS;ERERE - CARTORIO OFÍCIO NOTAS E REGISTROS - CARTORIO BEZERRA CORREIA;ERERE - CARTORIO OFÍCIO NOTAS E REGISTROS - CARTORIO BEZERRA CORREIA;21,25,;21,25,;;2304277;(88) 3434-1095;;0;cartoriobezerracorreia2011@gmail.com;RUA CAPITAO TEOTONIO, 81;CENTRO;2;Sim;6;0;1;0;0;1
31;53;7;182;;72.324.400/0000-00;1;;102003;19.30-7;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CARTORIO FACUNDO - 2º OFÍCIO REG. IMÓVEIS;CARTORIO FACUNDO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2304285;(85) 3260-2462;;0;cartoriofacundo@gmail.com;AV.  EUSEBIO DE QUEIROZ, 4607;CENTRO;2;Sim;6;0;1;0;0;1
31;53;1;646;;36.647.400/0000-00;1;;102002;20.10-7;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO LEAL;CARTÓRIO LEAL;27;27;;2304285;(85) 3260-2209;(85) 9 9689-4157;0;contato@cartoriolealceara.com.br;AVENIDA EUSÉBIO DE QUEIROZ, 4808;CENTRO;2;Sim;7;0;1;0;1;1
20;19;1;184;;;0;;67013;137.66-1;;CARTORIO REG. CIVIL DIST. QUINCUNCAR;CARTÓRIO DO REG. CIVIL DIST. QUINCUN´CÁ;CARTÓRIO DO REG. CIVIL DIST. QUINCUN´CÁ;29;29;;2304301;(88) 3544-1355;;0;cartorio1fariasbritoce@hotmail.com;RUA JOSE LIBERALINO DUARTE, 178. A;CENTRO;2;Sim;8;0;1;0;1;1
20;19;1;;;;0;;67015;18.36-6;;CARTORIO REG. CIVIL DIST. CARIUTABA;CARTÓRIO DO REGISTRO CIVIL DISTRITO DE CARIUTABA;CARTÓRIO DO REGISTRO CIVIL DISTRITO DE CARIUTABA;27;27;178;2304301;(88) 3544-1355;;0;cartorio1fariasbritoce@hotmail.com;RUA JOSÉ LIBERALINO DUARTE, 178 - CENTRO - CENTRO;CENTRO;2;Sim;11;0;1;0;1;1
20;19;1;185;;5.621.070/0000-00;1;;67011;15.93-3;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO MOREIRA - 1º OFÍCIO;CARTORIO MOREIRA - 1º OFÍCIO;27;27;;2304301;(88) 3544-1474;(85) 9 9975-6266;0;cartorio1fariasbritoce@hotmail.com;RUA JOSE LIBERALINO DUARTE, 178. A;CENTRO;2;Sim;3;0;1;0;1;1
124;19;1;186;;10.311.800/0000-00;1;;67014;18.26-7;;CARTORIO DISTRITO DE NOVA BETANIA;CARTÓRIO RCPN NOVA BETANIA;CARTÓRIO RCPN NOVA BETANIA;27;27;;2304301;(88) 3544-5123;;0;cartorionovabetania@hotmail.com;RUA JOSÉ PEREIRA DA SILVA Nº 150;CENTRO;2;Sim;6;0;1;0;1;1
20;19;7;715;;5.621.060/0000-00;1;;67012;17.62-4;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;FARIAS BRITO - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;FARIAS BRITO - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2304301;(88) 3544-1443;;0;cartorio2oficio2019@outlook.com;RUA SABINO FERREIRA MOTA, 42;CENTRO;2;Sim;11;0;1;0;0;1
20;43;1;188;;6.602.170/0000-00;1;;103002;17.48-3;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;21;21;;2304350;(88) 3619-1197;;0;c1oficio@hotmail.com;AV.  CRIANÇA DANTE VALÉRIO, S/N;CENTRO;2;Sim;11;0;1;0;1;1
124;220;1;189;27;1.718.800/0000-00;1;;128004;147.11-6;;ASSOCIAÇÃO DO NOTARIOS E REGISTRADORES DO CEARA;ANOREG-CE;ANOREG-CE;;;;2304400;(85) 3038-9500;;0;anoregce@anoregce.org.br;RUA WALTER BEZERRA SA, 55;DIONISIO TORRES;2;Sim;6;0;0;0;1;1
124;220;1;190;;23.562.800/0000-00;1;;362;18.76-2;;CARTÓRIO REG. CIVIL DIST. ANTÔNIO BEZERRA;CARTÓRIO ALENCAR ARARIPE - JAIME ARARIPE SERVIÇO REGISTRAL;CARTÓRIO ALENCAR ARARIPE - JAIME ARARIPE SERVIÇO REGISTRAL;29;29;;2304400;(85) 3235-3301;;0;cartorio@secrel.com.br guilhermeararipe_usa@hotmail.com;AV.  MISTER HULL, 4965;ANTONIO BEZERRA;2;Sim;6;0;1;0;1;1
